id,kalimat,sentiment
1158,Video: Jurus Multifinance Selesaikan Masalah Kredit Macet - Penagihan,NETRAL
1159,BRI Salurkan Bantuan ke Beberapa Wilayah Terdampak Banjir,POSITIF
1160,BRI Terus Dukung Industri Kopi Indonesia Go Internasional,POSITIF
1161,"ACES Hingga CLEO Keluar dari Indeks MSCI Februari 2026, Analis: Tekanan Bersifat Sementara",NETRAL
1162,BRI Beri Bantuan Tanggap Bencana buat Warga Terdampak Gempa Malang,POSITIF
1163,Dana Nasabah Terkuras Usai Data Pribadinya Diminta Oknum Pegawai Bank,NEGATIF
1164,Investasi Valas Perlu Pertimbangkan Risiko dan Potensi Keuntungan,NEGATIF
1165,"Renovasi Sekolah di Tapal Batas, BRI Bantu Perbaikan SDN 006 Meral Tanjung Balai Karimun",POSITIF
1166,Jaksa Sita Moge Terkait Kasus Gratifikasi Mantan Direktur di BRI,NEGATIF
1167,"Indeks Bisnis-27 Ditutup Menguat Ditopang Laju ADMR, ANTM, TLKM Cs",NETRAL
1168,Cek Prospek TPIA Usai Danantara & INA Jadi Investor Strategis di Proyek CA-EDC,NETRAL
1169,"Harga Aluminium dan Nikel Naik di Tengah Konflik Timur Tengah, Timah Anjlok",NETRAL
1170,"Garap Ritel & Mikro, Premi Baru BRI Life Naik 42 Persen di Q-III 2022",POSITIF
1171,Menko Airlangga Sebut Demutualisasi Bursa Dilakukan Lewat Private Placement & IPO,NETRAL
1172,OJK: Situasi di Pasar Modal Saat Ini Adalah Akumulasi Masalah Struktural,NETRAL
1173,"BRI Pastikan Nasabah Tak Dirugikan di Kasus Teller Tilap Rp 2,3 M",NEGATIF
1174,"Rupiah Spot Ditutup Menguat 0,24% ke Rp 16.759 per Dolar AS pada Kamis (26/2/2026)",NETRAL
1175,"Rupiah Tertekan ke Rp16.787, Diproyeksi Bergerak Volatil Pekan Depan",NETRAL
1176,Kemenko PMK-YBM BRI Berikan Beasiswa ke 300 Mahasiswa di 17 PTN,POSITIF
1177,BRI Gandeng Pertamina Lubricants Luncurkan Aplikasi POWER,POSITIF
1178,"Rupiah Cetak Rekor Terlemah, Bisakah Instrumen BI SVBI dan SUVBI Jaga Stabilitas?",NETRAL
1179,"BEI Prioritaskan 49 Emiten Big Caps Penuhi Free Float 15%, Ini Emiten yang Potensial",NETRAL
1180,"Ari Kuncoro Mengundurkan Diri sebagai Wakil Komut, Ini Jajaran Komisaris BRI yang Baru",NETRAL
1181,Joey Alexander Tampil Memukau di Konser Persembahan Tabungan BRI Junio,POSITIF
1182,"Krisis Bank AS Ngeri! Tenang, BRI Punya 'Obat Penangkalnya'",POSITIF
1183,"Dekranas, BUMN, dan BRI Dorong UMKM Sertifikasi TKDN",POSITIF
1184,"Pembawa 'Bom' di BRI RS Sardjito Murni Perampokan, Ini Ciri Pelakunya",NEGATIF
1185,"Timtas Tipikor Kaji Korupsi BRI, Jiwasraya & PLN",NEGATIF
1186,"Punya Sederet Keunggulan, Yuk Atur Keuanganmu Bersama BRImo",POSITIF
1187,"Alasan 5 ADK OJK Baru Bukan Periode Interim, Tapi Masa Jabatan Penuh",NETRAL
1188,"Top! BRI Telah Berkontribusi 65,4% Inklusi Keuangan Indonesia",POSITIF
1189,"Anak Orang Penting Hidup Melarat, Ogah Jual Nama Ortu Untuk Sukses",POSITIF
1190,"Anggota TNI Kaya Mendadak, Duit Rp5.000 Berubah Jadi Rp50 Miliar",NETRAL
1191,"Lewat Amal Kopi, BRI Bantu Korban Gempa Lombok dan Donggala",POSITIF
1192,"Video: Investasi BPJamsostek Hadapi Gejolak Pasar, Saham Jadi Pilihan?",NETRAL
1193,Perampok BRI di Tangerang Bawa Kabur Dekoder CCTV,NEGATIF
1194,BRI Perkenalkan BRIBrain “Otak” Dibalik Kecanggihan Teknologi BRI,POSITIF
1195,"115 Nasabah Tertipu, BRI: Ini Murni Kelalaian Konsumen",NEGATIF
1196,Polisi Dalami Kaitan Perampokan Rp 570 Juta di BRI dengan Kegiatan Fa'i,NEGATIF
1197,"IHSG Ditutup Menguat 2,75% Usai Libur Panjang, Saham BBCA, BUMI, hingga ASII Ngegas",NETRAL
1198,BRI Raih Penghargaan Best of the Best dari Forbes Indonesia,POSITIF
1199,"Tak Sengaja, Harta Karun Emas Kerajaan Rp 16 Miliar Ditemukan di RI",POSITIF
1200,"Wall Street Bergerak Campuran, Investor Fokus pada Sektor Kesehatan dan Small-Cap",NETRAL
1201,"Eks Bos Asuransi RI Jadi Buronan, Tinggal di Perumahan Artis Hollywood",POSITIF
1202,BRI Mudahkan Adaptasi Masyarakat Hadapi The New Normal Lewat Digital,POSITIF
1203,OJK Hentikan Kegiatan AMG Pantheon dan Mbastack (MBA),NETRAL
1204,"Kantor BRI Garut Diteror Bom, Tim Gegana Sisir Lokasi",NEGATIF
1205,"Video: Olah Duit THR, Saham Mana Yang Prospek Cuan Sambut Lebaran?",NEGATIF
1206,"Petinggi OJK Ramai-Ramai Mundur, Ini Daftar Namanya!",NETRAL
1207,BRI Bawa UMKM Makanan Minang Mentas di Singapura,POSITIF
1208,Rights Issue BRI Kelebihan Permintaan Jadi Magnet Pasar Modal RI Bergairah,POSITIF
1209,Perampok BRI Tangerang Gunakan 2 Pistol FN dan Senjata Tajam,NEGATIF
1210,Top! BRI Berhasil Salurkan KPR Subsidi ke 118.000 Debitur di 2025,NETRAL
1211,Tips Direktur Utama Abadi Lestari Edwin Pranata Maksimalkan Imbal Hasil Investasi,NETRAL
1212,"IHSG Melemah 1,37% Selama Sepekan, Ini Sentimen Pemberatnya",NETRAL
1213,Polisi Kejar Pelaku Perampokan ATM BRI di Bekasi,NEGATIF
1214,"Akselerasi Industri Otomotif, BRI Biayai IKM Lokal",POSITIF
1215,BRI Akan Serahkan Hasil Lelang Produk Artisan ke Dekranasda Jatim,POSITIF
1216,Mantap! Volume Transaksi BRImo Tembus Rp 2.000 T Lebih,POSITIF
1217,"Jawaban BRI soal Raibnya Uang Nasabah, Diduga Kuat Skimming",NEGATIF
1218,Polisi Ringkus Pembobol ATM BRI Pekanbaru,NEGATIF
1219,Kebakaran Kantor Teras BRI Trenggalek Diduga Akibat Korsleting,NEGATIF
1220,Ini 2 Kunci Pendorong Keberhasilan Transformasi Digital BRI,POSITIF
1221,"IHSG Terancam Tertekan pada Senin (2/3), Imbas Perang AS-Israel dan Iran",NETRAL
1222,Pembobol ATM BRI Senilai Rp 549 Juta Diciduk,NEGATIF
1223,"Kinerja INCO 2025 Moncer, Laba Bersih Melonjak 31,68% di Tengah Tekanan Operasional",NETRAL
1224,"Wacana Pembatasan Minimarket, Begini Rekomendasi Saham Alfamart (AMRT)",NETRAL
1225,Sucor AM Hadirkan Inovasi Mendorong Investasi,NETRAL
1226,"Mantap! BRI Catat Kenaikan Bisnis Nasabah Premium 22,5%",POSITIF
1227,Direktur UNTR Serok Saham Saat Harga Turun,NETRAL
1228,Bukit Uluwatu (BUVA) Pastikan Tak Punya Keterkaitan dengan Tersangka Kasus Minna Padi,POSITIF
1229,BRI Jadi Bank Terbaik di Indonesia Versi The Banker,POSITIF
1230,Digitalisasi BPR Dorong Pertumbuhan & Perluas Dampak ke Daerah,NEGATIF
1231,Empat WNA Terlibat Kasus Pembobolan Uang Nasabah BRI,NEGATIF
1232,"Suruh Istri Gelapkan Uang BRI Rp 2,3 Miliar, Rendy Ikut Masuk Bui",NEGATIF
1233,Pelunasan Dipercepat KPR Sejahtera BRI Syariah Memberatkan Nasabah,NEGATIF
1234,"Wall Street Dibuka Variatif Kamis (29/1), Pasar Cerna Lonjakan Belanja AI Big Tech",NETRAL
1235,4 Terdakwa Korupsi BRI Divonis 6-10 Tahun Penjara,NEGATIF
1236,"SR024 Tawarkan Kupon hingga 5,90%, Seberapa Menarik Prospeknya?",NETRAL
1237,Kawanan Pembobol Mesin ATM BRI di Bogor Ditangkap,NEGATIF
1238,Ini Kata 3 Entrepreneur Muda Pemenang Pengusaha Muda BRILian,NETRAL
1239,Analis Prediksi Harga Emas dan Perak pada Jangka Menengah Akan Bergerak Sideways,NETRAL
1240,"Wall Street Menguat Menjelang Laporan Kinerja Nvidia, Kekhawatiran Tentang AI Mereda",NETRAL
1241,"Periode ""Drawndown"" IHSG dari Peristiwa Dot-com Bust 2000 hingga Perang AS-Iran 2026",NETRAL
1242,"Siapkan Program Cicilan Menarik, BRI Beri Kemudahan Peserta JKN–KIS",POSITIF
1243,"Danantara Alihkan 516 Juta Saham (0,52%) Seri B TLKM ke BP BUMN",NETRAL
1244,"Rayakan HUT ke-127, Kinerja BRI Konsisten Positif",POSITIF
1245,Polisi Duga Mayat yang Tewas di Plafon BRI karena Tersetrum,NEGATIF
1246,Strategi Mengelola THR dengan Bijak dan Berkesadaran Agar Keuangan Tetap Terjaga,NEGATIF
1247,OJK Targetkan Piutang Multifinance Tumbuh 8% Tahun Ini,NETRAL
1248,Techno9 (NINE) Bagikan Perkembangan Terbaru Soal Akuisisi Tambang di Mongolia,NETRAL
1249,Polisi Ciduk Pembobol Brankas Bank BRI di Langkat Sumut,NEGATIF
1250,"Video: IHSG To The Moon, Bos Sekuritas Bongkar Sektor Yang Diuntungkan",NEGATIF
1251,BRInita Ajak Masyarakat Tanam Holtikultura di Lahan Sempit,NETRAL
1252,Pegawai BRI Gelapkan Uang Nasabah Rp560 Juta,NEGATIF
1253,"Pertama di Indonesia, BRI Siap Layani Kebutuhan Perbankan Nasabah Melalui Metaverse",POSITIF
1254,"Ini Daftar 27 Subkelas Baru Investor Pasar Modal: Ada Pinjol, Parpol, hingga Ormas Agama",NETRAL
1255,Kisah Orang Terkaya RI Dimarahi Habis-Habisan oleh Tukang Beras,POSITIF
1256,"Wall Street Jatuh 1% Kamis (12/3), Dipicu Perang Iran dan Kekhawatiran Kredit Swasta",NETRAL
1257,"Politikus PDIP-Hanura Jadi Komisaris BRI, Kemen BUMN: Jangan Batasi Orang Partai",NETRAL
1258,Sinergi Bisnis antara BRI dengan Anak Perusahaannya,NETRAL
1259,"ATM BRI di Indomaret Senen Dibobol, Rp 199 Juta Raib",NEGATIF
1260,"Investigasi Berjalan, BRI Nonaktifkan Pekerja Terduga Pelaku Pelecehan",NEGATIF
1261,"BRI: Transaksi BRImo Melonjak 144,66 Persen Jadi Rp 322,83 Triliun",POSITIF
1262,Tim Gegana Ledakkan Paket Mencurigakan di BRI Tambora,NEGATIF
1263,"Kolaborasi BRI, Kemendari & BNPP Tingkatkan Inklusi Keuangan",POSITIF
1264,OJK Incar 32 Influencer yang Diduga Lakukan Praktek Goreng Saham,NETRAL
1265,Pembobol Bank BRI Senen Dijebloskan ke LP Cipinang,NEGATIF
1266,"Momen Imlek-Ramadan, Begini Prediksi Arah IHSG dan Rekomendasi Saham",NETRAL
1267,Pegawai BRI Diduga Dibunuh di Bekas Bangunan Rumah Makan,NEGATIF
1268,"IHSG Hari Ini (21/1) Ditutup Ambles jadi 9.010, Ada PANI hingga UNTR jadi Pemberat",NETRAL
1269,BRI Bimbing Petani Kopi Perhutanan Sosial Lewat Kelas Online,POSITIF
1270,BRI Digital Sebagai Outlet Digital Terlengkap di Indonesia Dikunjungi oleh Wapres,POSITIF
1271,Kasus Raibnya Dana Nasabah BRI Tak Sistemik,NEGATIF
1272,Pelaku Skimming Nasabah BRI dari Jaringan Internasional,NEGATIF
1273,BRI Mulai Gunakan Mobil Listrik untuk Kendaraan Operasional,NETRAL
1274,"Prabowo Ungkap Soal Strategi 'Indonesia Incorporated', Apa Maksudnya?",NEGATIF
1275,Purbaya Mau Ambil Alih PNM dari Danantara Buat Jadi Penyalur KUR,NETRAL
1276,"Bos Lion Air Ternyata Pernah Hidup Melarat, Awalnya Cuma Calo",NEGATIF
1277,"Boy Thohir hingga Anthoni Salim Masuk Daftar 1%, Analis Sebut Sinyal ‘Planting’",NETRAL
1278,"Danantara Targetkan Laba BUMN Tahun Ini Rp 360 T, 2027 Tembus Rp 400 T",NETRAL
1279,Lonjakan Harga Komoditas Jadi Pemicu Kinerja Emiten Batubara,NETRAL
1280,"IHSG Trading Halt, Rupiah Justru Makin Kuat Lawan Dolar AS",NETRAL
1281,"Lewat BRILian Charity, BRI Ajak Pegawai Bantu Tingkatkan Pendidikan",POSITIF
1282,Harga Minyak Bikin Investor Asing Bawa Kabur Duit dari Pasar Asia,NETRAL
1283,"Dony: Danantara Setara Fortune 500, Target Laba Rp600 T di 2029",NEGATIF
1284,"IHSG Ambruk 4,57%! Simak Rekomendasi Saham ASII, GOTO, TINS untuk Kamis (4/3)",NETRAL
1285,"Booking Hotel Agoda Dianggap Gagal, Rekening BRI Terpotong",NEGATIF
1286,Teroris di Batang Terlibat 2 Perampokan Bank BRI,NEGATIF
1287,"OJK Jatuhkan Denda Rp 5,35 Miliar ke Influencer dan Tiga Pihak Manipulasi Saham",NETRAL
1288,"Tanggap Bencana Banjir Jakarta, Bank BRI Dirikan 4 Posko BRI Peduli",POSITIF
1289,"Benda Mencurigakan di BRI RS Sardjito Bukan Bom, Hanya Mirip",NETRAL
1290,"Investasi Imbal Hasil Kompetitif, bank bjb Tawarkan SBN Ritel SR024",NEGATIF
1291,Peluncuran BRIsat Ditunda akibat Masalah Teknis,NEGATIF
1292,"Puji TNI AD Tangani COVID-19, BRI Bagikan 21.300 Paket Sembako",POSITIF
1293,"Industri Asuransi Jiwa Raup Premi Rp181,27 T di 2025, Turun Tipis 1,8%",NETRAL
1294,BRI Beri Bantuan Renovasi Gedung Sekolah SD di Kalimantan Utara,POSITIF
1295,5.382 BRI Unit Se-Indonesia Bagikan Sejuta Masker ke Pedagang Pasar,POSITIF
1296,"Eksekusi Program ESOP, Tiga Direktur BRI Beli 331.600 Saham BBRI",POSITIF
1297,"Pasca Perampokan di Aceh Timur, BRI Perketat Pengamanan ATM & Bank",NEGATIF
1298,Skandal DSI: 99 dari 100 Proyek yang Dibiayai Diduga Fiktif,NETRAL
1299,"BBCA dan BMRI Teratas, Cermati Saham Net Sell Terbesar Asing Sepekan Terakhir",NETRAL
1300,Mayat Pria Ditemukan di Atas Plafon Bank BRI di Klender,NEGATIF
1301,"Kinerja UNVR Diprediksi Tumbuh Moderat di Tahun 2026, Ini Rekomendasi Sahamnya",NETRAL
1302,"Denny Abdi Jadi Komisaris Utama Hutama Karya, Gantikan Yudo Margono",NETRAL
1303,"Indeks Bisnis-27 Ditutup Turun, Saham Energi Komoditas MEDC, ANTM dan PTBA Kompak Hijau",NETRAL
1304,"Korupsi Rp 624,2 Juta, Eks Kepala BRI Divonis 5 Tahun Penjara",NEGATIF
1305,Pakar: Patroli ATM BRI Jangan Hanya Secara Fisik,NETRAL
1306,"Rekening BRI Diblokir, Investigasi Tak Ada Kejelasan",NEGATIF
1307,Uang di Bank BRI Tangerang yang Dirampok Ternyata Capai Rp 570 Juta,NEGATIF
1308,AgenBRILink Tak Henti Layani Masyarakat Selama Hari Libur,POSITIF
1309,"Ramadan Jadi Harapan Rebound Saham Darya-Varia (DVLA), Cek Rekomendasinya",NETRAL
1310,"RUPST BCA 12 Maret 2026: Bahas Dividen, Buyback Saham hingga Perubahan Direksi",NETRAL
1311,"IHSG Rentan Tertekan pada Senin (9/3), Ini Sejumlah Faktor Pemicunya",NETRAL
1312,ATM Bank BRI Cabang Binjai Dirusak Maling,NEGATIF
1313,Perampok Bersenjata Laras Panjang Satroni BRI di Aceh Selatan,NEGATIF
1314,Simak Rekomendasi ANTM dan PTBA Usai Dapat Proyek Hilirisasi Danantara,NETRAL
1315,"Wall Street Dibuka Melemah, Investor Waspadai Eskalasi Konflik AS–Iran",NETRAL
1316,"Bukalapak (BUKA) Gelar Buyback, Gelontorkan Dana Rp 280 Miliar",NETRAL
1317,Panen Hadiah di Gelaran Pesta Rakyat Simpedes BRI,POSITIF
1318,"BTPN Syariah (BTPS) Cetak Laba Rp1,2 T Tahun 2025, Naik 13%",NETRAL
1319,"Antisipasi Kejahatan Skimming, BRI Percepat Proses Migrasi ke Chip",POSITIF
1320,"Jelang Libur Lebaran, IHSG Berpotensi Volatil di Tengah Sentimen Global",NETRAL
1321,Pengirim SMS Teror Bom ke BRI Bangkalan Divonis 1 Tahun Penjara,NEGATIF
1322,Video: Harga Emas & Perak Ambruk Berjemaah,NETRAL
1323,"Borong 15 Penghargaan, Bos BRI Jadi Most Reputable CEO",POSITIF
1324,Polisi Periksa 8 Saksi Terkait Pembunuhan Karyawati BRI Syariah,NEGATIF
1325,"BBCA Hari Ini Turun 3,75%, Asing Banyak Jualan",NETRAL
1326,"IHSG Ditutup Melemah, Saham BBCA, BUMI hingga AADI ke Zona Merah",NETRAL
1327,Ini Strategi BRI Perkuat Transformasi Digital Empat Tahun Kedepan,POSITIF
1328,"Harga Emas Global Berkilau, Valuasi Saham ANTM Siap Naik Kelas",NETRAL
1329,"Kenaikan Dana Kelolaan Reksadana Didorong Net Subcription Rp 138,69 Triliun",NETRAL
1330,Jasad Karyawati BRI Syariah Ditemukan di Bawah Jembatan,NEGATIF
1331,"Pakai Duit Nasabah untuk Judi Online, Pegawai BRI di Sumbar Ditahan",NEGATIF
1332,"Siap-Siap Unilever (UNVR) Gelar RUPSLB Pekan Ini, Intip Agendanya",NETRAL
1333,"Penyaluran KUR Dinilai Lamban, Ini Penjelasan BRI",NEGATIF
1334,"Rumah BUMN Tarutung Diresmikan, Kementerian BUMN dan BRI Perkuat UMKM Lokal",POSITIF
1335,"Kantor Kas BRI Yogya Dirampok, Pelaku Ancam Pakai 'Bom'",NEGATIF
1336,"Profitabilitas Terus Meningkat, Kontribusi BRI Semakin Besar",POSITIF
1337,Geng Motor Bunuh Satpam BRI Syariah,NEGATIF
1338,Hasil RUPST BRI Angkat Inspektur Jenderal Kementerian Keuangan Awan Nurmawan Jadi Komisaris,NETRAL
1339,Siap-siap Serbu BRI Zero On 25 di Dinomarket,POSITIF
1340,"Mahendra Siregar dan Inarno Djajadi Mundur, Ini Pernyataan OJK",NETRAL
1341,Office Boy BRI di Medan Tewas Tertembak Polisi,NEGATIF
1342,Karyawati BRI Syariah Diculik dan Dibunuh di Samosir,NEGATIF
1343,"Cakra Buana Resources Energi (CBRE) Incar Dana Jumbo Rp 1,9 Triliun dari Rights Issue",NETRAL
1344,Mirae Sekuritas Buka Suara Usai Kantornya Digeledah Bareskrim-OJK,NETRAL
1345,"Arah Harga Bitcoin Selanjutnya, Analis Beberkan Proyeksinya",NETRAL
1346,Belum Menerima Nomor PIN Kartu Kredit BRI,NEGATIF
1347,"BRI Nyaris Dirampok, Pelakunya Bawa Bom Minta Rp 50 Juta",NEGATIF
1348,"Free Float Naik 15,91%, Saham PANI Berpeluang Masuk MSCI?",NETRAL
1349,Pesan Purbaya Buat Thomas Djiwandono Usai Dilantik jadi DG BI Baru,NEGATIF
1350,Bos Danantara Yakin IHSG Bakal Pulih Cepat,NETRAL
1351,Mantap! BRI Bantu Promosikan UMKM Di Rumah BUMN Tarutung,POSITIF
1352,BRI Salurkan Bantuan ke Korban Erupsi Gunung Merapi,POSITIF
1353,Saham Diamond Citra (DADA) Anjlok Usai Pengendali Jual Ratusan Juta Saham,NETRAL
1354,Mirae Asset Dorong Literasi Investasi di Bali,NETRAL
1355,"Ada Potensi Harga Mobil di RI Akan Naik, Tanda-tandanya Sudah Terlihat",NETRAL
1356,"Di Depan Prabowo, Menko Airlangga Bilang IHSG Sudah Rebound",NETRAL
1357,"Pasar Jam Tangan Mewah Seken Tetap Ramai, Model Sporty Jadi Primadona",POSITIF
1358,BRI Targetkan 1 Juta Nasabah Baru Lewat Program BritAma FSTVL,POSITIF
1359,"Nelayan Mancing di Laut Jawa, Kaget Dapat Harta Karun Rp720 Miliar",POSITIF
1360,Top! BRI Borong 8 Penghargaan di Ajang Internasional,POSITIF
1361,"Sokong UMKM Naik Kelas, BRI Diganjar Penghargaan",POSITIF
1362,Bank BRI Raih 2 Penghargaan Internasional Triple A Country Awards,POSITIF
1363,Upaya Pembobolan Mesin ATM BRI Digagalkan Polisi,NEGATIF
1364,"BRI Luncurkan ""Dagang Untung Belanja Untung BRI"" Guna Percepat Pertumbuhan Dana Murah dan Kredit Ritel",POSITIF
1365,"Peringati Hari Kartini, BRI Group Apresiasi 7 Ribu Perempuan Lewat Woman 2022",POSITIF
1366,"Bikin Putar Balik di Depan BRI, Rekayasa Lalu Lintas di Frontage Road Ahmad Yani",NETRAL
1367,Kampanye Ultra Mikro BRI Jadi Program Public Relation Terbaik di ASEAN,POSITIF
1368,"Setor Tunai BRI Bermasalah, Refund Kurang Rp 2 Juta",NEGATIF
1369,Lo Kheng Hong Lanjut Borong ABM Investama (ABMM),NETRAL
1370,"Trump Serang JPMorgan Chase, Dunia Perbankan AS Siaga Satu",POSITIF
1371,Api Lumat Kantor BRI di Kendal,NEGATIF
1372,Dana Right Issue BRI untuk Modal Kerja dan Pembentukan Holding UMi,NETRAL
1373,IHSG Hari Ini Ditutup Menguat ke 8.329 usai Dirut BEI Mundur,NETRAL
1374,Komplotan Perampok Bersenpi Gasak Rp 178 Juta dari BRI di Banyumas,NEGATIF
1375,"Transformasi Digital BRI Berbuah Manis, 98,41 Persen Nasabah BRI Gunakan Platform Digital",POSITIF
1376,BRI Bertanggung Jawab Penuh Atas Uang Nasabah Korban Skimming,NEGATIF
1377,"Terbitlah Hyrox! Fenomena Baru Beromzet Triliunan, Sumber Cuan Baru",NEGATIF
1378,"IHSG Ambruk 2,08%, Cermati Saham Net Sell Terbesar Asing di Akhir Pekan Ini",NETRAL
1379,Kiprah BRI Hidupkan Perekonomian di Daerah Terdepan Indonesia,POSITIF
1380,"Politikus PDIP dan Hanura Jadi Komisaris BRI, PKS: Kesannya Bagi-bagi Jabatan",NEGATIF
1381,OJK Bakal Rilis Daftar Saham Konsentrasi Tinggi demi Transparansi Afiliasi,NETRAL
1382,Tragis! Pria Ini Temukan Harta Karun Rp36 T tapi Tetap Hidup Melarat,POSITIF
1383,"Kode Keras BRI, Royal Bagi Dividen Jumbo hingga 2027",POSITIF
1384,Rosan Ungkap Proyek Hilirisasi Fase 2 Danantara Maret-April 2026,NEGATIF
1385,"Dorong Geliat UMKM, BRI Gelar Bazaar Klaster Mantriku",POSITIF
1386,"Jaga Fundamental Kinerja, Bos BRI Dapat Penghargaan Ini",POSITIF
1387,2 Perampok BRI Syariah Dibekuk,NEGATIF
1388,Top! BRI Raih Best Bank Awards Global Finance 2023,POSITIF
1389,"Ditodong Pistol di Teras BRI Pasar Jetis Rp 10,8 Juta Melayang",NEGATIF
1390,BRI Kembalikan Fungsi Sungai Lewat Konsep “Sampah Jadi Uang”,POSITIF
1391,Dua Perampok Berpistol Sandera Karyawan BRI Lampung,NEGATIF
1392,Kronologi Perampokan di Aceh Timur Versi BRI,NEGATIF
1393,"BEI Ungkap Pipeline IPO 2026, 5 Perusahaan Raksasa Ikut Antre",NETRAL
1394,Pinang Flexi Bank Raya Beri Solusi Keuangan Praktis Pasca Idulfitri,NEGATIF
1395,BRI Salurkan Bantuan Sosial Tunai Rp 316 Miliar Bagi 528 Ribu KPM,POSITIF
1396,Prospek Sektor Bisnis yang Berpotensi Cuan pada Tahun Kuda Api 2026,NEGATIF
1397,"Mobil Pengangkut Uang Terbalik, BRI Pastikan Tak Ada Kerugian Finansial",NEGATIF
1398,"Bocah SMP Ketahuan Bobol ATM BRI, Lihat Nih Aksinya",NEGATIF
1399,"Rasio NPL BRI Terkendali di 3,26%, Siapkan 2,7x Cadangan",POSITIF
1400,"Bantu Korban Banjir Kalsel, BRI Dirikan Posko & Donasi Rp 125 Juta",POSITIF
1401,BRI Private Signature Outlet Diluncurkan,NETRAL
1402,"KK BRI Belum Diterima, Sudah Mendapat Lembar Penagihan",NEGATIF
1403,Top! Astra Masuk Jajaran 500 Perusahaan Terbaik Asia Pasifik,NEGATIF
1404,"Harga Bitcoin Mulai Rebound, Tapi Sentimen Negatif Masih Besar",NETRAL
1405,Eks Kepala Capem BRI Dicecar Soal Riefan Tarik Duit Proyek Videotron,NEGATIF
1406,Dirut BRI Raih Penghargaan CEO se-Asia,POSITIF
1407,Purbaya Bakal Datangi Perusahaan China yang Ngemplang Pajak Minggu Ini,POSITIF
1408,"OPINI: THR Besar, Bursa Menipis: Membaca IHSG Menjelang Idul Fitri 1447 H",NEGATIF
1409,Polisi Periksa 8 Saksi Kasus Hilangnya Uang Nasabah BRI Kediri,NEGATIF
1410,"Mobil Teras BRI Dirampok di Simalungun, Rp 430 Juta Lenyap",NEGATIF
1411,Nasabah BRI di Mataram Adukan Pembobolan Rekening,NEGATIF
1412,"Proaktif Dorong Inklusi Keuangan, BRI Masuk Daftar 30 Terbaik",POSITIF
1413,"Penawaran Green Bond BRI Alami Kelebihan Permintaan 4,4 Kali",POSITIF
1414,"Wall Street Ditutup Melemah, Harga Minyak Bergejolak Imbas Perang AS–Iran.",NETRAL
1415,Lumayan Nih! Aplikasi BRIMO Berikan BRI Tambahan Rp 724 M,POSITIF
1416,"Okupansi Hotel Naik Saat Lebaran Tapi Sahamnya Lesu, Kenapa?",NEGATIF
1417,"Terseret Isu Saham Gorengan, PIPA Mau Ganti Nama dan Logo",NETRAL
1418,BRI Raih Juara 1 & Favorit Lomba Balas Pantun Tingkat Nasional,POSITIF
1419,"Sengit, Kapitalisasi Pasar BRI Kembali Salip Bayan Resources",POSITIF
1420,Pencuri ATM BRI di Gunung Putri Diduga Lebih dari 2 Orang,NEGATIF
1421,Pembakar ATM BRI Yogya Dari kelompok Narco-Punk & Anti Kapitalis,NEGATIF
1422,"Trafik Data Diproyeksi Meningkat, Simak Rekomendasi Saham Sektor Telekomunikasi",NETRAL
1423,"Prajogo Borong 1,33 Juta Saham Barito Renewables, Harga BREN Terbang 4,62%",NETRAL
1424,"Harga Komoditas Menanjak, Kinerja Emiten Batubara Berpotensi Meningkat",NETRAL
1425,"Dirut BRI: Alhamdulillah Untung dan Slamet, Laba Rp 51,4 T Pada 2022",POSITIF
1426,"Belajar dari Warga AS, Tabungan Jadi Penyesalan Finansial Terbesar",POSITIF
1427,Video: Implementasi Nyata BRI Terapkan Prinsip ESG,NETRAL
1428,ATM BRI di Pangkalpinang Dibobol Pencuri,NEGATIF
1429,Impresif! Ini Sederet Capaian & Kontribusi BRI untuk Negeri di 2025,NEGATIF
1430,"Kasus IPO REAL-PIPA, OJK Ungkap Alasan Sanksi UOB Sekuritas hingga Auditor Agung Dwi",NETRAL
1431,Outstanding Pembiayaan Haji Khusus Bank Mega Syariah Melesat 180%,NEGATIF
1432,3 Tahun Kartu Kredit Pengganti BRI tidak Dikirimkan,NEGATIF
1433,Daftar Konglomerat Pemilik Mal Terbesar di Jakarta,NEGATIF
1434,"BRI Integrasikan 23,5 Juta Nasabah Lewat Holding UMi",NETRAL
1435,In Journey: Industri Penerbangan RI Terdampak Eskalasi Timur Tengah,NEGATIF
1436,"BRILink Sumbang Dana Murah BRI Sentuh Rp 18,9 Triliun",NETRAL
1437,BRI-BTN Restrukturisasi Kredit Hingga Rp244 Triliun,NETRAL
1438,BRI Serahkan Proses Penyelidikan ke Polisi,NEGATIF
1439,"Maling Jebol Tembok Ruko, Gasak Uang BRI Tambosai Riau",NEGATIF
1440,"Terungkap, Ini 2 Teman Yang Bikin BRI Untung Gede Tahun Lalu",POSITIF
1441,Emiten Boy Thohir ADMR & AADI Masuk Daftar Saham Tercuan saat IHSG Boncos 3%,NETRAL
1442,"IHSG Ambruk 4,88% ke 7.922, Cermati Saham Net Sell Terbesar Asing di Awal Pekan",NETRAL
1443,Bantuan BRI Group Terus Berlanjut Untuk Korban Bencana Alam,POSITIF
1444,"IHSG Dibuka Turun 1,59% ke 6.984, Saham Big Caps BBCA, BREN dan BBRI Cs Ambrol",NETRAL
1445,"Belajar Dari Singapura Hingga Hong Kong, Danantara Dorong Demutualisasi BEI",NETRAL
